program,content,start,end,start_s,end_s,duration_s
PROG_2020_00824011,"Rukajärvi jäi tänään lasketussa
pikeerin karsinassa yhdeksänneksi
ja karsiutui lauantain finaalista.","00:08:43,200","00:08:48,840",523.2,528.84,5.639999999999986
PROG_2020_00824011,"Miesten karsinta lasketaan
lauantain René rinnekankaalla","00:08:48,840","00:08:52,080",528.84,532.08,3.240000000000009
PROG_2020_00824011,"oli poikkeusolojen lisäksi
muutakin harmia harjoituskaudella.","00:08:52,080","00:08:55,280",532.08,535.28,3.199999999999932
PROG_2020_00824011,"Aina erilainen asukas oli et
ottaa mulla on nimenomaan se","00:08:55,280","00:08:58,320",535.28,538.32,3.0400000000000773
PROG_2020_00824011,"on kesän aikana laitettiin
leikattiin nilkka pari kertaa ja.","00:08:58,320","00:09:02,480",538.32,542.48,4.159999999999968
PROG_2020_00824011,"Nyt on niinku vihdoin vihdoin hyvässä
kondiksessani siinä sitten meni aika","00:09:02,480","00:09:06,120",542.48,546.12,3.6399999999999864
PROG_2020_00824011,"aika pitkään pitkään se saa niin
kondikseen ja sä niinku alkukauden","00:09:06,120","00:09:09,960",546.12,549.96,3.840000000000032
PROG_2020_00824011,"treeni treenipuoli jäi sitten
lumen päällä vaha vasemmalle. Jo.","00:09:09,960","00:09:14,000",549.96,554.0,4.039999999999964
PROG_2020_00824011,Vuoden kuluttua edessä siintävät.,"00:09:14,000","00:09:15,320",554.0,555.32,1.32000000000005
PROG_2020_00824011,"Pekingin olympialaisia
paikkoja olympialaisiin","00:09:15,320","00:09:18,160",555.32,558.16,2.839999999999918
PROG_2020_00824011,karsitaan ainakin alustavasti jo nyt.,"00:09:18,160","00:09:20,080",558.16,560.08,1.9200000000000728
PROG_2020_00824011,"Meillä on aika paljon kisoja jo
peruttu ja tota KooKoolta ei oo nyt","00:09:20,080","00:09:24,400",560.08,564.4,4.319999999999936
PROG_2020_00824011,"vielä kuulunut sitten aiotaanko tätä
systeemiä muuttaa jollain tavalla.","00:09:24,400","00:09:28,400",564.4,568.4,4.0
PROG_2020_00824011,"Jos lennosta muuten tuota nyt odotus
ja oletusarvo on se että tavallaan","00:09:28,400","00:09:33,040",568.4,573.04,4.639999999999986
PROG_2020_00824011,"kaikki kisat maailman cupissa ja
kisoissa nyt sitten jos sellaset","00:09:33,040","00:09:38,480",573.04,578.48,5.440000000000055
PROG_2020_00824011,"päästään järjestämään niin niin
lasketaan sitten olympiakarsintansa.","00:09:38,480","00:09:44,400",578.48,584.4,5.919999999999959
PROG_2020_00824011,"Ja Ylen kanavilla on huomenna
vilkas talviurheilupäivä miesten","00:09:47,720","00:09:51,280",587.72,591.28,3.5599999999999454
PROG_2020_00824011,"suurpujottelu alkaa TV2 klo
11:10 ja jatkuu ampumahiihdon","00:09:51,280","00:09:55,960",591.28,595.96,4.680000000000064
PROG_2020_00824011,"naisten pikakisalla ja Tour
de Skillä hetkeksi näkemiin.","00:09:55,960","00:10:00,920",595.96,600.92,4.959999999999923
PROG_2020_00824065,"Urheilusta vielä hyvää iltaa vuoden
urheilijaksi valittiin aivan hetki","00:00:11,240","00:00:14,960",11.24,14.96,3.7200000000000006
PROG_2020_00824065,"sitten jalkapallomaalivahti blukassa
Radetzki. Vuoden esikuva palkinnolla","00:00:14,960","00:00:19,320",14.96,19.32,4.359999999999999
PROG_2020_00824065,"palkittiin painiuransa lopettanut
Petra Olli ja vuoden valmentajaksi","00:00:19,320","00:00:22,920",19.32,22.92,3.6000000000000014
PROG_2020_00824065,"valittiin kolmatta kertaa peräkkäin
jalkapallovalmentaja Markku Kanerva,","00:00:22,920","00:00:26,880",22.92,26.88,3.9599999999999973
PROG_2020_00824065,"jonka luotsaama miesten maajoukkue
valittiin vuoden joukkueeksi","00:00:26,880","00:00:30,600",26.88,30.6,3.7200000000000024
PROG_2020_00824065,"Sami välimäki sai gaalassa kaksi
pystiä kun hän pokkasi vuoden","00:00:30,600","00:00:34,240",30.6,34.24,3.6400000000000006
PROG_2020_00824065,"läpimurto -palkinnon ja golfarin
voitto Omanissa valikoitui","00:00:34,240","00:00:37,280",34.24,37.28,3.039999999999999
PROG_2020_00824065,"yleisöäänestyksessä vuoden
sykähdyttävämmäksi urheiluhetkeksi.","00:00:37,280","00:00:42,440",37.28,42.44,5.159999999999997
PROG_2020_00824065,"Se on nyt aito hattutemppu
sitten kolmas peräkkäinen.","00:00:44,480","00:00:48,280",44.48,48.28,3.8000000000000043
PROG_2020_00824065,"Neljäs kaiken kaikkiaan
ihan uskomatonta.","00:00:49,360","00:00:51,840",49.36,51.84,2.480000000000004
PROG_2020_00824065,"Mä en ois tätä pokkaamassa tässä
ilman loistavaa joukkuetta pelaajia.","00:00:51,840","00:00:58,160",51.84,58.16,6.319999999999993
PROG_2020_00824065,Fantastista taustatiimiä.,"00:00:58,160","00:01:00,520",58.16,60.52,2.3600000000000065
PROG_2020_00824065,Ja ilman niitä tätä menestystä.,"00:01:00,880","00:01:03,400",60.88,63.4,2.519999999999996
PROG_2020_00824065,"Ja tunnustusta mullekaan jo ois
tullu. Haluan totta kai kiittää.","00:01:03,400","00:01:08,400",63.4,68.4,5.000000000000007
PROG_2020_00824065,"Perhettä. Joka on tukenut mua
kannustanut mua, kuten myös","00:01:08,520","00:01:13,240",68.52,73.24,4.719999999999999
PROG_2020_00824065,"palloliiton väki. Fanit. Läheiset
kaverit, ja sitä tukee ja kannustaa.","00:01:14,640","00:01:20,000",74.64,80.0,5.359999999999999
PROG_2020_00824065,"Varmaan minä ja koko
joukkue tullaan tarvitsee.","00:01:20,000","00:01:24,040",80.0,84.03999999999999,4.039999999999992
PROG_2020_00824065,"SM-liigassa vaisusti esiintynyt
tappara palasi takaisin","00:01:25,040","00:01:27,520",85.03999999999999,87.52,2.480000000000004
PROG_2020_00824065,"voittokantaan kolmen peräkkäisen
tappion jälkeen kun se kohtasi","00:01:27,520","00:01:30,680",87.52,90.68,3.160000000000011
PROG_2020_00824065,"SaiPan tappara sai avattua
maalihanat toisessa erässä tuore","00:01:30,680","00:01:34,480",90.68,94.47999999999999,3.799999999999983
PROG_2020_00824065,"hankinta Blake Ballet laukoi
kotijoukkueen 2–0 -johtomaalin","00:01:34,480","00:01:38,840",94.47999999999999,98.84,4.360000000000014
PROG_2020_00824065,"juuri ennen erän loppua SaiPa
pääsi kaventamaan Ville Vainikaisen","00:01:38,840","00:01:42,280",98.84,102.28,3.4399999999999977
PROG_2020_00824065,"onnistuneella rystylaukauksella
Charles Bertrand vei isännät","00:01:42,280","00:01:46,720",102.28,106.72,4.439999999999998
PROG_2020_00824065,"3–1 johtoon ylivoimalla
ottelu päättyi tapparalle 5–2.","00:01:46,720","00:01:51,960",106.72,111.96000000000001,5.240000000000009
PROG_2020_00824065,"Hifk:n Henrik Borgström nousi
ässiä vastaan ottelun tähdeksi","00:01:52,440","00:01:55,200",112.44,115.2,2.760000000000005
PROG_2020_00824065,"Pohjois-Amerikasta kesken kauden IFK
on tullut hyökkääjä vei ylivoimalla","00:01:55,200","00:01:59,040",115.2,119.03999999999999,3.839999999999989
PROG_2020_00824065,"jo kotijoukkueen 3–0 johtoon
Borgström kruunasi toisessa erässä","00:01:59,040","00:02:03,760",119.03999999999999,123.76,4.720000000000013
PROG_2020_00824065,"tehokkaan iltansa hattutemppuun ja
konkurssiasia peräti maalein 7–2,","00:02:03,760","00:02:08,280",123.76,128.28,4.519999999999996
PROG_2020_00824065,"Pelicansin rajan lähes iski
sporttia vastaan niin ikään","00:02:09,720","00:02:12,640",129.72,132.64,2.9199999999999875
PROG_2020_00824065,"hattutempun ja vankisti asemaansa
liigan pistepörssin kärkipaikalla.","00:02:12,640","00:02:18,080",132.64,138.07999999999998,5.439999999999998
PROG_2020_00824065,"Voittoihin siis tappara,
hiekkaa Pelicans sekä kierroksen","00:02:18,160","00:02:22,320",138.16,142.32,4.159999999999997
PROG_2020_00824065,"ainoan vierasvoittoon yltänyt lukko
joka siis vankisti sarjan johtoaan.","00:02:22,320","00:02:28,040",142.32,148.04,5.719999999999999
PROG_2020_00824065,"Rovaniemellä ajetaan helmikuun
lopulla MM-rallia eli Suomessa","00:02:28,400","00:02:31,680",148.4,151.68,3.280000000000001
PROG_2020_00824065,"järjestetään tänä vuonna
2 rallin MM-osakilpailua","00:02:31,680","00:02:34,800",151.68,154.8,3.1200000000000045
PROG_2020_00824065,"Rovaniemelle tarjottiin rallin
järjestämismahdollisuutta","00:02:34,800","00:02:37,520",154.8,157.52,2.719999999999999
PROG_2020_00824065,"kunnon Ruotsi Ruotsin ralli
peruttiin Rovaniemen kisa on","00:02:37,520","00:02:41,040",157.52,161.04,3.519999999999982
PROG_2020_00824065,"ensimmäinen talvella ajettava
MM-ralli Suomessa ralli on myös","00:02:41,040","00:02:44,480",161.04,164.48,3.4399999999999977
PROG_2020_00824065,"pohjoisimpana ajettava osakilpailu.
Kilpailussa hyödynnetään","00:02:44,480","00:02:47,920",164.48,167.92000000000002,3.440000000000026
PROG_2020_00824065,"ensi viikonloppuna ajettavan
tunturirallin reittejä.","00:02:47,920","00:02:52,440",167.92000000000002,172.44,4.519999999999982
PROG_2020_00824065,"Liikutaan sen mulle noin miljoonan
budjetilla ja jos kesä SM-ralli","00:02:52,600","00:02:57,240",172.6,177.24,4.640000000000015
PROG_2020_00824065,"on sitten aika paljon enemmän,
mut nyt tehdään niinku kilpailua","00:02:57,240","00:02:59,960",177.24,179.96,2.719999999999999
PROG_2020_00824065,"että tämmöset tapahtumat
tyyppiset valitettavasti","00:02:59,960","00:03:03,120",179.96,183.12,3.1599999999999966
PROG_2020_00824065,"joudutaan jättämään pois, koska
tämänhetkinen tieto myös aloittaa.","00:03:03,120","00:03:06,240",183.12,186.24,3.1200000000000045
PROG_2020_00824065,Et pääsylippuja ei päästä. Nyt.,"00:03:06,240","00:03:09,560",186.24,189.56,3.319999999999993
PROG_2020_00824065,"Huomenna kakkosella pääsee
jännittämään uusia urheilun urotekoja","00:03:12,400","00:03:15,800",192.4,195.8,3.4000000000000057
PROG_2020_00824065,"jo klo 10:55 alkaen kun vilkkaan
talviurheilupäivän avaa yhdistetty.","00:03:15,800","00:03:20,760",195.8,200.76,4.9599999999999795
PROG_2020_00824065,Nyt mukavaa illan jatkoa.,"00:03:20,760","00:03:23,720",200.76,203.72,2.960000000000008
PROG_2020_00823804,"Urheilusta hyvää iltaa.
Kansainvälisen jääkiekkoliiton","00:00:12,080","00:00:15,240",12.08,15.24,3.16
PROG_2020_00823804,"varapuheenjohtaja Kalervo
Kummolan mukaan liiton kanta on","00:00:15,240","00:00:18,640",15.24,18.64,3.4000000000000004
PROG_2020_00823804,"kääntymässä siihen ettei jääkiekon
MM-kisoja pelata Valko-Venäjällä,","00:00:18,640","00:00:23,160",18.64,23.16,4.52
PROG_2020_00823804,"Kummola kertoi asiasta
hetki sitten Yle urheilulle.","00:00:23,160","00:00:26,040",23.16,26.04,2.879999999999999
PROG_2020_00823804,"Kisojen järjestämisestä
on kritisoitu laajasti","00:00:26,040","00:00:28,680",26.04,28.68,2.6400000000000006
PROG_2020_00823804,maan ihmisoikeusrikkomusten vuoksi.,"00:00:28,680","00:00:31,840",28.68,31.84,3.16
PROG_2020_00823804,"Kyllä se näyttää kääntyvän siihen
suuntaan mitä maailma mustanoja,","00:00:31,840","00:00:37,080",31.84,37.08,5.239999999999998
PROG_2020_00823804,"kun hän nyt tämä varmasti että
ruvetaan katsoa muita vaihtoehtoja,","00:00:37,080","00:00:40,800",37.08,40.8,3.719999999999999
PROG_2020_00823804,"mutta nyt ei virallisesti vielä
olla niin pitkällä niin niin","00:00:40,800","00:00:46,240",40.8,46.24,5.440000000000005
PROG_2020_00823804,tota niitä tarvitaan pikkasen aikaa.,"00:00:46,240","00:00:50,360",46.24,50.36,4.119999999999997
PROG_2020_00823804,"Mennä läpi ne muut vaihtoehdot
ja muut ovat ehkä helpoin olis","00:00:50,480","00:00:54,640",50.48,54.64,4.160000000000004
PROG_2020_00823804,"kuitenkin pelataan täsmälleen
yksi Latviassa koko kisat kun","00:00:54,640","00:00:58,600",54.64,58.6,3.960000000000001
PROG_2020_00823804,"ei täs oli paljon epävarmuuksia
kun tämä kudonnatilannekin on","00:00:58,600","00:01:03,280",58.6,63.28,4.68
PROG_2020_00823804,"se mitä se on emmekä kukaan
tiedä miten se on keväällä.","00:01:03,280","00:01:07,360",63.28,67.36,4.079999999999998
PROG_2020_00823804,"Kotimainen hiihtokausi
jatkui Vantaan Suomen cupissa","00:01:08,280","00:01:10,920",68.28,70.92,2.6400000000000006
PROG_2020_00823804,"miesten ja naisten perinteisen
hiihtotavan väliaikalähdöillä.","00:01:10,920","00:01:14,680",70.92,74.68,3.760000000000005
PROG_2020_00823804,"Naisten 5 km:llä katseet kääntyivät
Turres Kiina keskeyttäneeseen Kerttu","00:01:14,680","00:01:19,560",74.68,79.56,4.8799999999999955
PROG_2020_00823804,"Niskasen miesten 10 km:n kisassa
nähtiin Iivo Niskasta lukuun
ottamatta maajoukkueen kärkikaarti.","00:01:19,560","00:01:26,560",79.56,86.56,7.0
PROG_2020_00823804,"Etelä-Suomen vähälumiset talvet
olivat tänään Vantaan Suomen","00:01:26,960","00:01:30,160",86.96000000000001,90.16,3.1999999999999886
PROG_2020_00823804,"cupissa historiaa lumimyräkän
ohella mielenkiinnon kohteena oli","00:01:30,160","00:01:34,400",90.16,94.4,4.240000000000009
PROG_2020_00823804,"Tour de skin sairastumisen vuoksi
keskeyttäneen Kerttu Niskasen","00:01:34,400","00:01:37,680",94.4,97.68,3.280000000000001
PROG_2020_00823804,"kunto maajoukkuekonkari oli
päivän kotimaisessa vertailussa","00:01:37,680","00:01:41,480",97.68,101.47999999999999,3.799999999999983
PROG_2020_00823804,"omalla tasollaan jo 3 km:n
väliaikapisteellä Niskanen piti","00:01:41,480","00:01:46,160",101.47999999999999,106.16,4.680000000000007
PROG_2020_00823804,"ylivoimaista vauhtia koko 5 km:n
matkan eroa päivän kakkoseen Anne","00:01:46,160","00:01:51,080",106.16,111.08,4.920000000000002
PROG_2020_00823804,"Kyllöseen kertyi maalissa yli
20 sekuntia Niskanen osoitti,","00:01:51,080","00:01:54,840",111.08,114.84,3.760000000000005
PROG_2020_00823804,"ettei tuurilla iskenyt vatsatauti
ole tehnyt suurempaa vahinkoa.","00:01:54,840","00:01:58,360",114.84,118.36,3.519999999999996
PROG_2020_00823804,"Tympäsi niin paljon että
sieltä on kerenny edes mun","00:01:58,360","00:02:01,640",118.36,121.64,3.280000000000001
PROG_2020_00823804,"osalta alkaa kun jouduin kotia.
Mut ei voi mitään että mahatauti,","00:02:01,640","00:02:07,760",121.64,127.76,6.1200000000000045
PROG_2020_00823804,"vaikka kuinka huolehi huolehdin
maskeista pesin käsiä mutta se","00:02:07,760","00:02:11,640",127.76,131.64,3.8799999999999812
PROG_2020_00823804,"on jostain todettiin että et se
mahollisesti tulisit ruuasta,","00:02:11,640","00:02:15,640",131.64,135.64,4.0
PROG_2020_00823804,"mutta ei mitään tätä on pääasia että
se ei vienyt sen enempää sit voimia.","00:02:15,640","00:02:23,600",135.64,143.6,7.960000000000008
PROG_2020_00823804,"Naisten kisa oli muutenkin
maajoukkueen kokeneen kaartin","00:02:23,600","00:02:26,240",143.6,146.24,2.640000000000015
PROG_2020_00823804,"näytös Niskasen lisäksi
palkintokorokepaikat menivät","00:02:26,240","00:02:29,400",146.24,149.4,3.1599999999999966
PROG_2020_00823804,"Tour de skin väliin jättäneelle
Kyllöselle ja Laura Monoselle.","00:02:29,400","00:02:32,520",149.4,152.52,3.1200000000000045
PROG_2020_00823804,"Miesten 10 km:n kisasta tuli
Joni Mäen ja Ristomatti Hakolan","00:02:34,000","00:02:37,720",154.0,157.72,3.719999999999999
PROG_2020_00823804,"tiukka vääntö sekuntipeli kääntyi
vajaan kolmen sekunnin turvin","00:02:37,720","00:02:41,560",157.72,161.56,3.8400000000000034
PROG_2020_00823804,"Hakolalle jolle Suomen cupin
osakilpailuvoitto oli jo uran 12..","00:02:41,560","00:02:46,280",161.56,166.28,4.719999999999999
PROG_2020_00823804,"Joni pääsi siinä seitsemän
sekunnin kelloa ja sitten se","00:02:46,280","00:02:50,200",166.28,170.2,3.9199999999999875
PROG_2020_00823804,"rotkahti siihen ihan muutaman
sekunnin keulaa ja se maistuukin","00:02:50,200","00:02:54,680",170.2,174.68,4.480000000000018
PROG_2020_00823804,"ehkä tosiaan vähäsen pelikaaneja
turbiinissa siinä kohtaa että","00:02:54,680","00:02:58,080",174.68,178.07999999999998,3.3999999999999773
PROG_2020_00823804,"tota sain sen viiskuussakaan
siinä kiinni yhteen nousuun ja.","00:02:58,080","00:03:03,320",178.07999999999998,183.32,5.240000000000009
PROG_2020_00823804,"En mä sitten tulee niin kovaa
ettei kuluessa väliaikana","00:03:03,320","00:03:06,680",183.32,186.68,3.3600000000000136
PROG_2020_00823804,tuli vain lopullisten niin paljon.,"00:03:08,120","00:03:11,000",188.12,191.0,2.8799999999999955
PROG_2020_00823804,"Miesten korisliigassa kohtasivat
sarjakakkonen Tampereen","00:03:13,640","00:03:16,440",193.64,196.44,2.8000000000000114
PROG_2020_00823804,"pyrintö ja kolmantena oleva
Salon vilpas kaksi ensimmäistä","00:03:16,440","00:03:20,320",196.44,200.32,3.8799999999999955
PROG_2020_00823804,"neljännestä mentiin tasatahtia
komeimmasta korista vastasi,","00:03:20,320","00:03:23,880",200.32,203.88,3.5600000000000023
PROG_2020_00823804,"vaan ladderien Griffin tauolla
vilpas johti pisteellä. Kolmannella","00:03:24,880","00:03:29,520",204.88,209.52,4.640000000000015
PROG_2020_00823804,"neljänneksellä salolaiset näyttävät
jo karkaavan mutta pyrintö laittoi","00:03:29,520","00:03:33,560",209.52,213.56,4.039999999999992
PROG_2020_00823804,"16 pistettä putkeen ja nousi voittoon
loppulukemat pyrinnölle 86 82.","00:03:33,560","00:03:41,480",213.56,221.48,7.9199999999999875
PROG_2020_00823804,"Puna-asuinen Vaasan sport
siirtyi vierasottelussa KalPaa","00:03:43,320","00:03:46,360",223.32,226.36,3.0400000000000205
PROG_2020_00823804,"vastaan 2–1 johtoon avauserän
lopussa Michael Keräsen osumalla.","00:03:46,360","00:03:52,080",226.36,232.07999999999998,5.71999999999997
PROG_2020_00823804,"Sport lisäsin johtoon toisessa
erässä illan erikoisen erikoisimmalla","00:03:52,160","00:03:56,560",232.16,236.56,4.400000000000006
PROG_2020_00823804,"maalilla Aaro Widgrenin laukaus
osui tuomaria polveen ja Filip","00:03:56,560","00:04:00,360",236.56,240.36,3.8000000000000114
PROG_2020_00823804,"Riska iski maalin edestä kauden
avausmaalilla lukemat kolmeen yhteen.","00:04:00,360","00:04:04,680",240.36,244.68,4.319999999999993
PROG_2020_00823804,Ottelu päättyi sportin voittoon 4–2,"00:04:04,680","00:04:09,240",244.68,249.24,4.560000000000002
PROG_2020_00823804,"Ja areenan puolella voi
seurata suorana Italian cupin","00:04:09,880","00:04:13,160",249.88,253.16,3.280000000000001
PROG_2020_00823804,"neljännesvälierä AC Milanin ja
Torinon välillä alkaa klo 21:40","00:04:13,160","00:04:16,960",253.16,256.96,3.799999999999983
PROG_2020_00823804,"urheiluruutu vielä kertaalleen
vajaan tunnin kuluttua tällä samalla
kanavalla, nyt mukavaa loppuiltaa ja.","00:04:18,360","00:04:25,120",258.36,265.12,6.759999999999991
PROG_2020_00824315,-urheilusta,"00:00:01,400","00:00:03,240",1.4,3.24,1.8400000000000003
PROG_2020_00824315,"hyvää iltaa suomalaisväriä
taas tänään yhdistetyn maailman
cupin palkintokorokkeella.","00:00:19,000","00:00:24,160",19.0,24.16,5.16
PROG_2020_00824315,"Ilkka Herola ja Eero Hirvonen
taistelevat kolmanneksi val
di Fiemmen parisprintissä.","00:00:24,160","00:00:29,320",24.16,29.32,5.16
PROG_2020_00824315,"Koripallon superlupaus avaa kujeron
saanut paljon vastuuta Sisiliassa.","00:00:29,320","00:00:32,760",29.32,32.76,3.4399999999999977
PROG_2020_00824315,"Nico Rönnberg palasi
Ranskan ammattilaiskentiltä","00:00:33,840","00:00:36,560",33.84,36.56,2.719999999999999
PROG_2020_00824315,"kasvattajaseuraansa Karjaalle.
Yleisurheilun hallikausi alkaa","00:00:36,560","00:00:41,440",36.56,41.44,4.8799999999999955
PROG_2020_00824315,"koronan varjossa se eväs lupaus
Mikko Paavola kovassa vireessä.","00:00:41,440","00:00:46,160",41.44,46.16,4.719999999999999
PROG_2020_00824315,"Rovaniemellä
valmistaudutaan MM-ralliin,","00:00:46,160","00:00:48,520",46.16,48.52,2.3600000000000065
PROG_2020_00824315,"tunturirallit toimi hyvänä
kenraaliharjoituksena.","00:00:48,520","00:00:51,800",48.52,51.8,3.279999999999994
PROG_2020_00824315,"Suomen kaksikko Jukka Herola Eero
Hirvonen sijoittui kolmanneksi","00:00:55,320","00:00:58,760",55.32,58.76,3.4399999999999977
PROG_2020_00824315,"yhdistetyn maailman cupin
parisprintissä val di Fiemmessä","00:00:58,760","00:01:02,040",58.76,62.04,3.280000000000001
PROG_2020_00824315,"suomalaisonnistumisia nähtiin tänään
sekä mäessä että hiihto-osuudella.","00:01:02,040","00:01:07,600",62.04,67.6,5.559999999999995
PROG_2020_00824315,"Hyvää suomalaispäivää val di
Fiemmessä alkaa Ilkka Herolan","00:01:08,000","00:01:11,200",68.0,71.2,3.200000000000003
PROG_2020_00824315,"tyylikkäällä mäkiosuudella
102,5 metriä ja hän on koko","00:01:11,200","00:01:15,320",71.2,75.32,4.11999999999999
PROG_2020_00824315,"mäkiosuuden neljäs Herolan
mäkivirta alkaa parantua kunnon","00:01:15,320","00:01:19,280",75.32,79.28,3.960000000000008
PROG_2020_00824315,askelin maailmancup kauden edetessä.,"00:01:19,280","00:01:23,200",79.28,83.2,3.9200000000000017
PROG_2020_00824315,Eero Hirvonen lataa 92-metriseen.,"00:01:23,200","00:01:26,200",83.2,86.2,3.0
PROG_2020_00824315,"Suomen ykkösmiehistö Herola
Hirvonen ladulle vain 38","00:01:28,560","00:01:32,960",88.56,92.96000000000001,4.400000000000006
PROG_2020_00824315,"sekuntia kärkeä perässä eli
kaikki oli tänään mahdollista.","00:01:32,960","00:01:37,480",92.96000000000001,97.47999999999999,4.519999999999982
PROG_2020_00824315,"Ensimmäisillä kierroksilla Saksan
ja Itävallan ykkösjoukkueet ottavat
komennon ja pitävät eroa muihin.","00:01:37,480","00:01:43,560",97.47999999999999,103.56,6.0800000000000125
PROG_2020_00824315,"Ilkka Herola pitää hyvää
vauhtia yllä, mutta ero","00:01:43,560","00:01:46,680",103.56,106.68,3.1200000000000045
PROG_2020_00824315,"kärkeen pysyi viidennelläkin
kierroksella yli 20 sekunnissa.","00:01:46,680","00:01:51,280",106.68,111.28,4.599999999999994
PROG_2020_00824315,"Kuudes kierros Eero Hirvosen vauhti
alkaa hyytyä eivätkä Suomen eväät","00:01:51,280","00:01:55,920",111.28,115.92,4.640000000000001
PROG_2020_00824315,"riitä enää taisteluun voitosta
vaan nyt on haarukassa kolmossija","00:01:55,920","00:02:01,120",115.92,121.12,5.200000000000003
PROG_2020_00824315,"päätösosuuden loppusuoralla nähdään
Hirvoselta loistavaa taistelua.","00:02:01,120","00:02:05,360",121.12,125.36,4.239999999999995
PROG_2020_00824315,"Keski-Suomen mies laukaista laittaa
kaiken likoon ja vääntää suurella","00:02:05,360","00:02:09,360",125.36,129.36,4.000000000000014
PROG_2020_00824315,"sydämellä Suomen väkisin kolmanneksi
ohi Saksan kakkosjoukkueen ja","00:02:09,360","00:02:13,600",129.36,133.6,4.239999999999981
PROG_2020_00824315,"Norjan ykkösen herolla Hirvonen
kaksikko oli edellisen kerran","00:02:13,600","00:02:17,760",133.6,137.76,4.159999999999997
PROG_2020_00824315,"parisprintissä maailman cupin
kärkikolmikossa kaksi vuotta. Sitten.","00:02:17,760","00:02:21,960",137.76,141.96,4.200000000000017
PROG_2020_00824315,"Etsin vähän näytti jo menetetyltä
jossa passelin siinä, mutta.","00:02:21,960","00:02:25,440",141.96,145.44,3.4799999999999898
PROG_2020_00824315,"Jo jonkun näköisillä. Sisulla sitä
ensin kaavittiin vielä siihen loppua.","00:02:25,440","00:02:30,960",145.44,150.96,5.52000000000001
PROG_2020_00824315,"Semmonen kirje Jerry ehtinyt.
Tällä kertaa. Kyllähän se.","00:02:30,960","00:02:34,560",150.96,154.56,3.5999999999999943
PROG_2020_00824315,"Eero pisti pelin jännäksi torjumalla
taas sillä suoran alussa että kyllä","00:02:34,560","00:02:37,000",154.56,157.0,2.4399999999999977
PROG_2020_00824315,"mulla kova luotto lähtökohtaisesti
olin siihen, että hyvä siitä tulee,","00:02:37,000","00:02:40,120",157.0,160.12,3.1200000000000045
PROG_2020_00824315,"mutta tuota kyllä siinä pari kertaa
löin sydän huoltajiin ja tota","00:02:40,120","00:02:44,040",160.12,164.04,3.9199999999999875
PROG_2020_00824315,"muuttamatta tietenkin onnellinen
loppu ja kyllähän se tarvis","00:02:44,040","00:02:46,280",164.04,166.28,2.240000000000009
PROG_2020_00824315,"noin päin tietenkin vielä paljon
enemmän tunnetta, kun se ei ollut","00:02:46,280","00:02:48,720",166.28,168.72,2.4399999999999977
PROG_2020_00824315,"mikään itsestäänselvä. Mutta.
Että pisteen ero pelin jännäksi.","00:02:48,720","00:02:54,120",168.72,174.12,5.400000000000006
PROG_2020_00824315,"Suomen mäkimiehet sijoittuivat
seitsemänneksi maailman","00:02:55,840","00:02:58,720",175.84,178.72,2.8799999999999955
PROG_2020_00824315,"cupin joukkuemäessä Puolan
Zakopanessa Suomen pisimmät","00:02:58,720","00:03:02,240",178.72,182.24,3.5200000000000102
PROG_2020_00824315,"siivut hyppäsi Niko Kytösaho.
Isäntämaa Puola oli pitkäänkin","00:03:02,240","00:03:06,320",182.24,186.32,4.079999999999984
PROG_2020_00824315,"voitossa mutta Itävalta nousi
ohi ja ankkuroidaan ja huume","00:03:06,320","00:03:09,400",186.32,189.4,3.0800000000000125
PROG_2020_00824315,"ratkaisi voiton huomenna on
vuorossa henkilökohtainen kisa.","00:03:09,400","00:03:14,680",189.4,194.68,5.280000000000001
PROG_2020_00824315,"Riikka Honkanen laski ulos
suurpujottelun avauskierroksella","00:03:15,040","00:03:18,080",195.04,198.07999999999998,3.039999999999992
PROG_2020_00824315,"Kranjska Gorassa tämä oli Honkasen
kolmas ulosajo tällä kaudella","00:03:18,080","00:03:22,920",198.07999999999998,202.92000000000002,4.840000000000032
PROG_2020_00824315,"kisan voitti Italian mattamasiina
miesten pujottelussa saatiin uusi","00:03:22,920","00:03:27,040",202.92000000000002,207.04,4.119999999999976
PROG_2020_00824315,"voittaja kun Itävallan maan on
Feller laski ykköseksi Flahaussa.","00:03:27,040","00:03:31,600",207.04,211.6,4.560000000000002
PROG_2020_00824315,"Suomen naisten viestijoukkueen ja
sijalle 13 ampumahiihdon maailman","00:03:32,720","00:03:36,880",212.72,216.88,4.159999999999997
PROG_2020_00824315,"cupissa Oberhofissa hänelle Suomi
hävisi kisan voittaneelle Saksalle","00:03:36,880","00:03:40,320",216.88,220.32,3.4399999999999977
PROG_2020_00824315,"hieman yli neljä minuuttia.
Kilpailu ratkesi ratkesi viimeisellä","00:03:40,320","00:03:44,840",220.32,224.84,4.52000000000001
PROG_2020_00824315,"ampumapaikalla kun Saksan ankkuri
Franziska pronssi karkasi voittoon.","00:03:44,840","00:03:48,800",224.84,228.8,3.960000000000008
PROG_2020_00824315,"Valko-Venäjä oli
toinen ja Ruotsi kolmas","00:03:48,800","00:03:53,080",228.8,233.07999999999998,4.279999999999973
