,segment_id,program,title,start,duration,start_s,duration_s,end_s,has_parts
245,5266890_001_006,5266890_001,TER TROP LARGES/QUESTIONS,1:32:28,00:01:01 ,5548.0,61.0,5609.0,True
246,5266890_001_007,5266890_001,Brève : NEW OFF/SONDAGE EUROPENNES IPSOS,1:33:29,00:00:30 ,5609.0,30.0,5639.0,True
247,5266890_001_008,5266890_001,MEETING LE PEN HIER SOIR MARSEILLE,1:34:10,00:01:04 ,5650.0,64.0,5714.0,True
248,5266890_001_010,5266890_001,RECUL EMPLOIS à DOMICILE,1:35:30,00:01:01 ,5730.0,61.0,5791.0,True
249,5266890_001_011,5266890_001,Brève : CARTE VIGILANCE ORAGES,1:36:31,00:00:19 ,5791.0,19.0,5810.0,True
250,5266890_001_012,5266890_001,Brève : INONDATIONS BALKANS,1:36:50,00:00:28 ,5810.0,28.0,5838.0,True
251,5266890_001_013,5266890_001,MUSEE 11 SEPTEMBRE à NEW YORK/POLEMIQUE,1:37:32,00:00:59 ,5852.0,59.0,5911.0,True
252,5266890_001_014,5266890_001,Brève : HOCKEY GLACE/FRANCE-REPUBLIQUE TCHEQUE,1:38:31,00:00:24 ,5911.0,24.0,5935.0,True
253,5266890_001_015,5266890_001,Brève : DECES HELENE PASTOR,1:38:55,00:00:22 ,5935.0,22.0,5957.0,True
254,5266890_001_016,5266890_001,Brève : fin,1:39:17,00:00:01 ,5957.0,1.0,5958.0,True
266,5266924_001,5266924_001,13 heures : [émission du 21 mai 2014],00:00:00,00:45:21 ,0.0,2721.0,2721.0,True
267,5266924_001_001,5266924_001,Brève : LANCEMENT TITRES DU 13H,0:00:04,00:01:14 ,4.0,74.0,78.0,True
268,5266924_001_003,5266924_001,NOUVELLES RAMES SNCF - EXEMPLE RABOTTAGE QUAI,0:03:30,00:01:13 ,210.0,73.0,283.0,True
269,5266924_001_005,5266924_001,SNCF - RFF - À QUI LA FAUTE ? PRÉCÉDENTS ? QUELLE RÉFORME ?,0:05:08,00:01:53 ,308.0,113.0,421.0,True
270,5266924_001_007,5266924_001,Gare de Meudon / Valéry Lerouge (qui va payer ?),0:07:20,00:00:50 ,440.0,50.0,490.0,True
271,5266924_001_009,5266924_001,INTERPELLATION VOLEURS DE MÉTAUX,0:09:33,00:01:45 ,573.0,105.0,678.0,True
272,5266924_001_011,5266924_001,NICE / AUDREY RICHIER (enquête H. Pastor),0:11:50,00:00:50 ,710.0,50.0,760.0,True
273,5266924_001_012,5266924_001,Brève : INONDATIONS CROATIE,0:13:38,00:00:20 ,818.0,20.0,838.0,True
274,5266924_001_014,5266924_001,SUITE INONDATIONS BALKANS - SAUVER LA CENTRALE ÉLECTRIQUE,0:14:36,00:01:54 ,876.0,114.0,990.0,True
275,5266924_001_015,5266924_001,Brève : ORAGES / VIGILANCE ORANGE,0:16:30,00:00:17 ,990.0,17.0,1007.0,True
276,5266924_001_016,5266924_001,Meeting Le Pen père et fille,0:17:12,00:01:38 ,1032.0,98.0,1130.0,True
277,5266924_001_018,5266924_001,"EUROPÉENNES - FONCTIONNEMENT DES 3 GRANDES INSTITUTIONS (commission, parlement e",0:19:41,00:02:15 ,1181.0,135.0,1316.0,True
278,5266924_001_019,5266924_001,Brève : www.francetvinfo.fr / Les intentions de vote en Europe,0:21:56,00:00:10 ,1316.0,10.0,1326.0,True
279,5266924_001_020,5266924_001,FUSION POITOU-CHARENTES PAYS DE LA LOIRE ?,0:22:21,00:01:30 ,1341.0,90.0,1431.0,True
280,5266924_001_022,5266924_001,MANIFESTATION CHASSEURS ET ÉLEVEURS CONTRE LOUP,0:24:14,00:01:37 ,1454.0,97.0,1551.0,True
281,5266924_001_024,5266924_001,LA TRACABILITÉ DU COMMERCE ÉQUITABLE (PAV à recouper),0:26:28,00:03:20 ,1588.0,200.0,1788.0,True
282,5266924_001_026,5266924_001,CHRONIQUE MARGAUX MANIÈRE,0:29:49,00:01:34 ,1789.0,94.0,1883.0,True
283,5266924_001_028,5266924_001,VILLAGE NORMAND DÉCU DE NE PAS RECEVOIR LE PRINCE CHARLES,0:32:41,00:02:31 ,1961.0,151.0,2112.0,True
284,5266924_001_030,5266924_001,PETIT LAROUSSE - NOUVEAUX MOTS,0:35:32,00:01:26 ,2132.0,86.0,2218.0,True
285,5266924_001_032,5266924_001,FEUILLETON n°3/5 Les géants de la Seine,0:37:22,00:04:10 ,2242.0,250.0,2492.0,True
286,5266924_001_033,5266924_001,Brève : PRÉSENTATION ÉQUIPE FEUILLETON,0:41:32,00:00:08 ,2492.0,8.0,2500.0,True
287,5266924_001_034,5266924_001,Cannes hommage Sophia Loren,0:42:07,00:02:11 ,2527.0,131.0,2658.0,True
288,5266924_001_036,5266924_001,Les cinq dernières minutes : Sarah Marquis,0:44:30,00:05:15 ,2670.0,315.0,2985.0,True
296,5266944_001,5266944_001,20 heures : [émission du 21 mai 2014],00:00:00,00:41:41 ,0.0,2501.0,2501.0,True
297,5266944_001_001,5266944_001,[Plateau début],0:00:04,00:01:07 ,4.0,67.0,71.0,True
298,5266944_001_002,5266944_001,[Intempéries dans le sud de la France],0:03:24,00:01:14 ,204.0,74.0,278.0,True
299,5266944_001_003,5266944_001,"[Plateau duplex : Etampes, Intempéries]",0:04:46,00:01:15 ,286.0,75.0,361.0,True
300,5266944_001_005,5266944_001,Affaire des TER trop larges,0:06:01,00:02:10 ,361.0,130.0,491.0,True
301,5266944_001_006,5266944_001,"[Plateau analyse : Philippe Verdier, Intempéries à venir]",0:08:16,00:00:51 ,496.0,51.0,547.0,True
302,5266944_001_007,5266944_001,[Enquête sur le meurtre de la femme d'affaires Hélène Pastor],0:09:48,00:01:25 ,588.0,85.0,673.0,True
303,5266944_001_008,5266944_001,"[Plateau duplex : La Rochelle, Enquête sur un viol dans un lycée]",0:12:05,00:00:38 ,725.0,38.0,763.0,True
304,5266944_001_009,5266944_001,Tribune de Nicolas Sarkozy sur la construction européenne,0:13:40,00:01:18 ,820.0,78.0,898.0,True
305,5266944_001_010,5266944_001,"[Plateau duplex : Paris, Meeting national de l'UMP]",0:15:08,00:01:55 ,908.0,115.0,1023.0,True
306,5266944_001_013,5266944_001,[Meeting de Manuel Valls à Barcelone],0:17:03,00:01:18 ,1023.0,78.0,1101.0,True
307,5266944_001_015,5266944_001,[Débat autour des directives européennes],0:18:39,00:02:22 ,1119.0,142.0,1261.0,True
308,5266944_001_016,5266944_001,[Plateau brève : Inondations en Serbie et en Bosnie],0:21:01,00:00:17 ,1261.0,17.0,1278.0,True
309,5266944_001_017,5266944_001,[Plateau brève : Nouvel accord Iran - AIEA sur le nucléaire],0:21:18,00:00:13 ,1278.0,13.0,1291.0,True
310,5266944_001_018,5266944_001,[Proposition sur la fusion des régions],0:21:51,00:01:12 ,1311.0,72.0,1383.0,True
311,5266944_001_020,5266944_001,[Le big data prédictif],0:23:46,00:07:14 ,1426.0,434.0,1860.0,True
312,5266944_001_022,5266944_001,[Coût de fabrication des paires de lunettes],0:31:25,00:02:22 ,1885.0,142.0,2027.0,True
313,5266944_001_024,5266944_001,[Prime pour le bac à Montrouge],0:34:15,00:01:25 ,2055.0,85.0,2140.0,True
314,5266944_001_026,5266944_001,[Extrait de la série Frères d'armes],0:35:58,00:00:55 ,2158.0,55.0,2213.0,True
315,5266944_001_028,5266944_001,[Scouts musulmans],0:37:36,00:02:51 ,2256.0,171.0,2427.0,True
316,5266944_001_030,5266944_001,[Culture de la canne à sucre au Brésil],0:44:36,00:00:01 ,2676.0,1.0,2677.0,True
317,5266944_001_031,5266944_001,[Plateau brève : Zidane écarté du poste d'entraîneur des Girondins],0:44:37,00:00:14 ,2677.0,14.0,2691.0,True
318,5266944_001_032,5266944_001,[Plateau brève et fin],0:44:51,00:00:00 ,2691.0,0.0,2691.0,True
319,5266944_001_033,5266944_001,Brève : PAGE DE FIN,0:45:02,00:00:22 ,2702.0,22.0,2724.0,True
325,5268665_001,5268665_001,6h30 le journal : [émission du 22 mai 2014],00:00:00,00:03:50 ,0.0,230.0,230.0,True
326,5268665_001_002,5268665_001,INTEMPERIES SUD-OUEST,0:00:17,00:00:59 ,17.0,59.0,76.0,True
327,5268665_001_003,5268665_001,Brève : VALLS/DISCOURS SUR L'EUROPE EN 3 LANGUES à BARCELONE,0:01:16,00:00:13 ,76.0,13.0,89.0,True
328,5268665_001_004,5268665_001,Brève : SARKOZY/SUR L'EUROPE,0:01:29,00:00:15 ,89.0,15.0,104.0,True
329,5268665_001_005,5268665_001,HOPITAL/RESTE à CHARGE à PAYER PAR LE PATIENT,0:02:05,00:00:53 ,125.0,53.0,178.0,True
330,5268665_001_006,5268665_001,Brève : JOURNEE DEPISTAGE DERMATO,0:02:58,00:00:17 ,178.0,17.0,195.0,True
331,5268665_001_007,5268665_001,Brève : MASCOTTE TATOU/BRESIL MONDIAL,0:03:15,00:00:22 ,195.0,22.0,217.0,True
332,5268669_001,5268669_001,7h00 le journal : [émission du 22 mai 2014],00:00:00,00:11:13 ,0.0,673.0,673.0,True
333,5268669_001_002,5268669_001,INTEMPERIES SUD-OUEST,0:00:44,00:00:59 ,44.0,59.0,103.0,True
334,5268669_001_003,5268669_001,Brève : IMPACTS DE FOUDRE,0:01:43,00:00:23 ,103.0,23.0,126.0,True
335,5268669_001_004,5268669_001,Brève : lancement nathanael sur n. rihouet,0:02:06,00:00:07 ,126.0,7.0,133.0,True
336,5268669_001_005,5268669_001,PLT METEO/NATHALIE RIHOUET,0:02:14,00:00:47 ,134.0,47.0,181.0,True
337,5268669_001_007,5268669_001,VALLS/DISCOURS SUR L'EUROPE EN 3 LANGUES à BARCELONE,0:03:24,00:00:18 ,204.0,18.0,222.0,True
338,5268669_001_009,5268669_001,SARKOZY/SUR L'EUROPE,0:04:07,00:00:57 ,247.0,57.0,304.0,True
339,5268669_001_010,5268669_001,Brève : lancement nathanael sur g. Daret,0:05:04,00:00:07 ,304.0,7.0,311.0,True
340,5268669_001_011,5268669_001,PLT GUILLAUME DARET/analyse politique,0:05:11,00:00:53 ,311.0,53.0,364.0,True
341,5268669_001_012,5268669_001,Brève : ISABELLE BALKANY EN GARDE à VUE/ENQUETE FINANCIERE,0:06:04,00:00:12 ,364.0,12.0,376.0,True
342,5268669_001_013,5268669_001,EBAY/145 MILLIONS DONNéES VOLéES,0:06:32,00:00:52 ,392.0,52.0,444.0,True
343,5268669_001_015,5268669_001,BAMBERSKI/JUGé ENLEVEMENT DE KROMBACH,0:07:39,00:01:00 ,459.0,60.0,519.0,True
344,5268669_001_017,5268669_001,HOPITAL/RESTE à CHARGE à PAYER PAR LE PATIENT,0:08:57,00:00:51 ,537.0,51.0,588.0,True
345,5268669_001_018,5268669_001,Brève : SOEUR DE MERAH/DISPARITION,0:09:48,00:00:13 ,588.0,13.0,601.0,True
346,5268669_001_019,5268669_001,"Projection du film ""L'Adieu au langage"" de Jean-Luc Godard à Cannes",0:10:14,00:00:51 ,614.0,51.0,665.0,True
347,5268669_001_020,5268669_001,Brève : fin,0:11:05,00:00:02 ,665.0,2.0,667.0,True
348,5268672_001,5268672_001,7h30 le journal : [émission du 22 mai 2014],00:00:00,00:08:20 ,0.0,500.0,500.0,True
349,5268672_001_002,5268672_001,INTEMPERIES SUD-OUEST,0:00:21,00:01:00 ,21.0,60.0,81.0,True
350,5268672_001_004,5268672_001,VALLS/DISCOURS SUR L'EUROPE EN 3 LANGUES à BARCELONE,0:01:34,00:00:17 ,94.0,17.0,111.0,True
351,5268672_001_006,5268672_001,SARKOZY/SUR L'EUROPE,0:02:01,00:00:57 ,121.0,57.0,178.0,True
352,5268672_001_007,5268672_001,Brève : lancement sophie sur g. Daret,0:02:58,00:00:05 ,178.0,5.0,183.0,True
353,5268672_001_008,5268672_001,PLT GUILLAUME DARET/analyse politique,0:03:04,00:00:48 ,184.0,48.0,232.0,True
354,5268672_001_009,5268672_001,Brève : BAMBERSKI/JUGé ENLEVEMENT BROMBACH,0:03:52,00:00:20 ,232.0,20.0,252.0,True
355,5268672_001_010,5268672_001,EBAY/145 MILLIONS DONNéES VOLéES,0:04:21,00:00:53 ,261.0,53.0,314.0,True
356,5268672_001_012,5268672_001,HOPITAL/RESTE à CHARGE à PAYER PAR LE PATIENT,0:05:27,00:00:52 ,327.0,52.0,379.0,True
357,5268672_001_014,5268672_001,CANNES/TECHINé,0:06:36,00:01:06 ,396.0,66.0,462.0,True
358,5268672_001_015,5268672_001,Brève : MASCOTTE TATOU/BRESIL MONDIAL,0:07:42,00:00:25 ,462.0,25.0,487.0,True
360,5268675_001,5268675_001,8h00 le journal : [émission du 22 mai 2014],00:00:00,00:10:55 ,0.0,655.0,655.0,True
361,5268675_001_002,5268675_001,INTEMPERIES SUD-OUEST,0:00:21,00:00:58 ,21.0,58.0,79.0,True
362,5268675_001_003,5268675_001,Brève : IMPACTS DE FOUDRE,0:01:19,00:00:16 ,79.0,16.0,95.0,True
363,5268675_001_004,5268675_001,Brève : lancement nathanael sur n. rihouet,0:01:35,00:00:07 ,95.0,7.0,102.0,True
364,5268675_001_005,5268675_001,PLT METEO/NATHALIE RIHOUET,0:01:43,00:00:29 ,103.0,29.0,132.0,True
365,5268675_001_007,5268675_001,VALLS/DISCOURS SUR L'EUROPE EN 3 LANGUES à BARCELONE,0:02:28,00:00:17 ,148.0,17.0,165.0,True
366,5268675_001_009,5268675_001,SARKOZY/SUR L'EUROPE,0:03:01,00:00:57 ,181.0,57.0,238.0,True
367,5268675_001_010,5268675_001,Brève : lancement nathanael sur g. Daret,0:03:58,00:00:18 ,238.0,18.0,256.0,True
368,5268675_001_011,5268675_001,PLT GUILLAUME DARET/analyse politique,0:04:16,00:00:47 ,256.0,47.0,303.0,True
369,5268675_001_013,5268675_001,MARIE GEORGE BUFFET AUX 4V,0:05:13,00:00:17 ,313.0,17.0,330.0,True
370,5268675_001_014,5268675_001,Brève : ISABELLE BALKANY EN GARDE à VUE/ENQUETE FINANCIERE,0:05:30,00:00:13 ,330.0,13.0,343.0,True
371,5268675_001_015,5268675_001,Brève : SOEUR DE MERAH/DISPARITION,0:05:43,00:00:18 ,343.0,18.0,361.0,True
372,5268675_001_016,5268675_001,EBAY/145 MILLIONS DONNéES VOLéES,0:06:15,00:00:51 ,375.0,51.0,426.0,True
373,5268675_001_018,5268675_001,BAMBERSKI/JUGé ENLEVEMENT DE KROMBACH,0:07:18,00:01:02 ,438.0,62.0,500.0,True
374,5268675_001_020,5268675_001,HOPITAL/RESTE à CHARGE à PAYER PAR LE PATIENT,0:08:37,00:00:52 ,517.0,52.0,569.0,True
375,5268675_001_021,5268675_001,Brève : BASKET LIMOGES-DIJON,0:09:29,00:00:30 ,569.0,30.0,599.0,True
376,5268675_001_022,5268675_001,Brève : fin,0:09:59,00:00:01 ,599.0,1.0,600.0,True
384,5268698_001,5268698_001,13 heures : [émission du 22 mai 2014],00:00:00,00:45:26 ,0.0,2726.0,2726.0,True
385,5268698_001_001,5268698_001,Brève : LANCEMENT TITRES DU 13H,0:00:04,00:01:17 ,4.0,77.0,81.0,True
386,5268698_001_002,5268698_001,------Santé Savoir profiter du soleil,0:02:30,00:00:25 ,150.0,25.0,175.0,True
387,5268698_001_004,5268698_001,ROUND-UP DÉGÂTS ORAGES,0:03:18,00:01:25 ,198.0,85.0,283.0,True
388,5268698_001_006,5268698_001,COULÉE DE BOUE BARENTIN,0:05:09,00:01:44 ,309.0,104.0,413.0,True
389,5268698_001_008,5268698_001,ST PARDOUX LA RIVIÈRE - COUPURES ÉLECTRICITÉ,0:07:16,00:01:38 ,436.0,98.0,534.0,True
390,5268698_001_010,5268698_001,ANAIS BAYDEMIR (fin alerte orages),0:09:23,00:00:40 ,563.0,40.0,603.0,True
391,5268698_001_012,5268698_001,LUTTE CONTRE FRAUDE FISCALE,0:10:51,00:01:39 ,651.0,99.0,750.0,True
392,5268698_001_014,5268698_001,PROCÈS BAMBERSKI MULHOUSE,0:13:08,00:01:45 ,788.0,105.0,893.0,True
393,5268698_001_015,5268698_001,Brève : VIOL LA ROCHELLE - TESTS ADN NÉGATIFS POUR TOUT LE LYCÉE,0:14:53,00:00:22 ,893.0,22.0,915.0,True
394,5268698_001_017,5268698_001,GARE CAGNES-SUR-MER - RABOTAGE QUAI + RÉACTIONS,0:15:54,00:01:34 ,954.0,94.0,1048.0,True
395,5268698_001_018,5268698_001,Brève : VOTE GB EUROPÉENNES,0:17:28,00:00:25 ,1048.0,25.0,1073.0,True
396,5268698_001_019,5268698_001,MANUEL VALLS À BARCELONE,0:18:18,00:01:16 ,1098.0,76.0,1174.0,True
397,5268698_001_021,5268698_001,UMP - LA GUERRE DES CHEFS,0:20:11,00:00:57 ,1211.0,57.0,1268.0,True
398,5268698_001_022,5268698_001,Brève : www.francetvinfo.fr,0:21:08,00:00:10 ,1268.0,10.0,1278.0,True
399,5268698_001_024,5268698_001,VERS UNE ÉVACUATION DES MIGRANTS DE CALAIS,0:21:50,00:01:59 ,1310.0,119.0,1429.0,True
400,5268698_001_026,5268698_001,BILAN SAISIE FAUX MÉDICAMENTS,0:24:12,00:02:02 ,1452.0,122.0,1574.0,True
401,5268698_001_028,5268698_001,PRÉVENTION DEPISTAGE MÉLANOME,0:26:49,00:02:00 ,1609.0,120.0,1729.0,True
402,5268698_001_030,5268698_001,JEAN-DANIEL FLAYSAKIER,0:29:15,00:01:20 ,1755.0,80.0,1835.0,True
403,5268698_001_032,5268698_001,MASCOTTE COUPE DU MONDE,0:31:03,00:00:56 ,1863.0,56.0,1919.0,True
404,5268698_001_034,5268698_001,ALSACE - ORCHIDÉES,0:32:27,00:02:03 ,1947.0,123.0,2070.0,True
405,5268698_001_036,5268698_001,FEUILLETON 4 / Les géants de la Seine,0:34:59,00:04:44 ,2099.0,284.0,2383.0,True
406,5268698_001_037,5268698_001,Brève : PRÉSENTATION ÉQUIPE FEUILLETON,0:39:43,00:00:03 ,2383.0,3.0,2386.0,True
407,5268698_001_038,5268698_001,Couple Béjo-Hazanavicius,0:40:14,00:01:45 ,2414.0,105.0,2519.0,True
408,5268698_001_040,5268698_001,Les cinq dernières minutes : Jean-Gabriel Causse,0:42:02,00:05:09 ,2522.0,309.0,2831.0,True
416,5268717_001,5268717_001,20 heures : [émission du 22 mai 2014],00:00:00,00:42:02 ,0.0,2522.0,2522.0,True
417,5268717_001_001,5268717_001,[Plateau début],0:00:04,00:01:16 ,4.0,76.0,80.0,True
418,5268717_001_002,5268717_001,[Lutte contre l'évasion fiscale],0:03:25,00:01:26 ,205.0,86.0,291.0,True
419,5268717_001_003,5268717_001,"[Plateau analyse : Jean Paul Chapel, Fraude fiscale]",0:05:48,00:00:06 ,348.0,6.0,354.0,True
420,5268717_001_004,5268717_001,[Intempéries dans le sud ouest et le centre de la France],0:06:39,00:01:41 ,399.0,101.0,500.0,True
421,5268717_001_006,5268717_001,[Condamnation de Jamel Leulmi],0:08:45,00:01:16 ,525.0,76.0,601.0,True
422,5268717_001_007,5268717_001,[Plateau brève : Procès d'André Bamberski],0:10:01,00:00:21 ,601.0,21.0,622.0,True
423,5268717_001_008,5268717_001,[Plateau brève : Perquisition au domicile de Souad Merah],0:10:22,00:00:23 ,622.0,23.0,645.0,True
424,5268717_001_009,5268717_001,"[Plateau duplex : Paris, Disparition de Souad Merah]",0:10:55,00:00:38 ,655.0,38.0,693.0,True
425,5268717_001_010,5268717_001,[Coup d'Etat militaire en Thaïlande],0:12:46,00:01:20 ,766.0,80.0,846.0,True
426,5268717_001_011,5268717_001,"[Plateau duplex : Bangkok, Coup d'Etat militaire en Thaïlande]",0:14:16,00:00:35 ,856.0,35.0,891.0,True
427,5268717_001_012,5268717_001,[Affaire de séquestration en Californie],0:17:21,00:00:01 ,1041.0,1.0,1042.0,True
428,5268717_001_013,5268717_001,[Plateau brève : Nouveaux affrontements entre soldats ukrainiens et séparatistes],0:17:22,00:00:37 ,1042.0,37.0,1079.0,True
429,5268717_001_015,5268717_001,[Les milices pro-russes opposés à l'élection présidentielle en Ukraine],0:17:59,00:02:02 ,1079.0,122.0,1201.0,True
430,5268717_001_017,5268717_001,Elections européennes en Grande Bretagne et aux Pays Bas,0:20:36,00:02:12 ,1236.0,132.0,1368.0,True
431,5268717_001_019,5268717_001,[Cartes de séjour contre investissements],0:22:43,00:03:43 ,1363.0,223.0,1586.0,True
432,5268717_001_020,5268717_001,"[Plateau duplex : La Plaine Saint Denis, Débat des Européennes]",0:26:43,00:00:54 ,1603.0,54.0,1657.0,True
433,5268717_001_021,5268717_001,[Ecarts de prix dans les soins des hôpitaux],0:28:07,00:02:23 ,1687.0,143.0,1830.0,True
434,5268717_001_022,5268717_001,[Plateau brève : Report de l'examen de la loi Famille],0:30:30,00:00:19 ,1830.0,19.0,1849.0,True
435,5268717_001_023,5268717_001,[Maisons mulitigénérationnelles aux Etats Unis],0:31:19,00:02:33 ,1879.0,153.0,2032.0,True
436,5268717_001_024,5268717_001,[Plateau brève : Mise en examen d'Isabelle Balkany],0:33:52,00:00:13 ,2032.0,13.0,2045.0,True
437,5268717_001_025,5268717_001,[Surveillance des comportements des clients dans les supermarchés],0:34:34,00:04:03 ,2074.0,243.0,2317.0,True
438,5268717_001_027,5268717_001,[Ecole de délation en Corée du Sud],0:39:04,00:02:51 ,2344.0,171.0,2515.0,True
439,5268717_001_029,5268717_001,[Baisse de la consommation du lait],0:42:42,00:03:32 ,2562.0,212.0,2774.0,True
440,5268717_001_030,5268717_001,[Plateau fin],0:46:14,00:00:20 ,2774.0,20.0,2794.0,True
447,5269175_001,5269175_001,6h30 le journal : [émission du 23 mai 2014],00:00:00,00:04:14 ,0.0,254.0,254.0,True
448,5269175_001_002,5269175_001,UNEDIC/RAPPORT CHOMAGE 300 000 demandeurs d'emploi,0:00:28,00:00:55 ,28.0,55.0,83.0,True
449,5269175_001_003,5269175_001,Brève : NEW OFF/FRAUDE PRESTATIONS FAMILIALES,0:01:23,00:00:24 ,83.0,24.0,107.0,True
450,5269175_001_004,5269175_001,ELECTIONS MODE D'EMPLOI,0:02:02,00:00:54 ,122.0,54.0,176.0,True
451,5269175_001_006,5269175_001,FETE DES VOISINS,0:03:04,00:00:50 ,184.0,50.0,234.0,True
452,5269175_001_007,5269175_001,fin,0:03:54,00:00:02 ,234.0,2.0,236.0,True
453,5269179_001,5269179_001,7h00 le journal : [émission du 23 mai 2014],00:00:00,00:10:09 ,0.0,609.0,609.0,True
454,5269179_001_002,5269179_001,FRAUDES PRESTATIONS FAMILIALES,0:00:22,00:00:52 ,22.0,52.0,74.0,True
455,5269179_001_003,5269179_001,Brève : SAISIE MEDICAMENTS CONTREFAITS/COUP FILET INTERNAT,0:01:14,00:00:19 ,74.0,19.0,93.0,True
456,5269179_001_004,5269179_001,UNEDIC/RAPPORT CHOMAGE 300 000 demandeurs d'emploi,0:01:44,00:00:54 ,104.0,54.0,158.0,True
457,5269179_001_005,5269179_001,Brève : GROGNE MILITAIRES SUR LE BUDGET/LETTRE LE DRIAN,0:02:38,00:00:30 ,158.0,30.0,188.0,True
458,5269179_001_006,5269179_001,Brève : THAILANDE/LEVEE COUVRE-FEU,0:03:08,00:00:21 ,188.0,21.0,209.0,True
459,5269179_001_007,5269179_001,Brève : DEPOUILLEMENT VOTE des PAYS/GB et PAYS BAS,0:03:29,00:00:33 ,209.0,33.0,242.0,True
460,5269179_001_008,5269179_001,Brève : VOTE 2 PAYS aujourd'hui/TCHECOSLOVAQUIE et IRLANDE,0:04:02,00:00:03 ,242.0,3.0,245.0,True
461,5269179_001_009,5269179_001,ELECTIONS MODE D'EMPLOI,0:04:21,00:00:54 ,261.0,54.0,315.0,True
462,5269179_001_011,5269179_001,NOUVELLE DONNE,0:05:39,00:00:20 ,339.0,20.0,359.0,True
463,5269179_001_013,5269179_001,REACTION CANDIDAT NLLE DONNE,0:06:00,00:00:18 ,360.0,18.0,378.0,True
464,5269179_001_015,5269179_001,PLT BARCO /HABITUDES EUROPEENNES,0:06:32,00:00:54 ,392.0,54.0,446.0,True
465,5269179_001_016,5269179_001,------illustr 1 : lit (A31),0:07:26,00:00:30 ,446.0,30.0,476.0,True
466,5269179_001_017,5269179_001,------illustr 2 : chaussures (A32),0:07:56,00:00:30 ,476.0,30.0,506.0,True
467,5269179_001_018,5269179_001,-----illustr 3 : jus d'orange (A33),0:08:26,00:00:30 ,506.0,30.0,536.0,True
468,5269179_001_020,5269179_001,"CANNES/""MOMMY"" de XAVIER DOLAN",0:09:12,00:00:57 ,552.0,57.0,609.0,True
469,5269179_001_021,5269179_001,Brève : ROLAND GARROS/DERNIERS PREPARATIFS,0:10:09,00:00:20 ,609.0,20.0,629.0,True
470,5269179_001_022,5269179_001,FETE DES VOISINS,0:10:45,00:01:00 ,645.0,60.0,705.0,True
471,5269182_001,5269182_001,7h30 le journal : [émission du 23 mai 2014],00:00:00,00:07:52 ,0.0,472.0,472.0,True
472,5269182_001_002,5269182_001,UNEDIC/RAPPORT CHOMAGE 300 000 demandeurs d'emploi,0:00:35,00:00:56 ,35.0,56.0,91.0,True
473,5269182_001_003,5269182_001,Brève : NEW OFF/FRAUDE PRESTATIONS FAMILIALES,0:01:31,00:00:16 ,91.0,16.0,107.0,True
474,5269182_001_004,5269182_001,DEPOUILLEMENT VOTE 2 PAYS /GB ET PAYS BAS,0:01:56,00:00:23 ,116.0,23.0,139.0,True
475,5269182_001_006,5269182_001,ELECTIONS MODE D'EMPLOI,0:02:28,00:00:54 ,148.0,54.0,202.0,True
476,5269182_001_007,5269182_001,Brève : NOUVELLE DONNE,0:03:22,00:00:21 ,202.0,21.0,223.0,True
477,5269182_001_008,5269182_001,REACTION CANDIDAT NLLE DONNE,0:03:44,00:00:18 ,224.0,18.0,242.0,True
478,5269182_001_010,5269182_001,PLT BARCO /HABITUDES EUROPEENNES,0:04:14,00:00:28 ,254.0,28.0,282.0,True
479,5269182_001_012,5269182_001,"CANNES/""MOMMY"" de XAVIER DOLAN",0:04:57,00:00:59 ,297.0,59.0,356.0,True
480,5269182_001_014,5269182_001,FETE DES VOISINS,0:06:04,00:00:49 ,364.0,49.0,413.0,True
481,5269182_001_016,5269182_001,ROLAND GARROS/PREPARATIFS,0:07:05,00:00:55 ,425.0,55.0,480.0,True
482,5269182_001_017,5269182_001,fin,0:08:00,00:00:02 ,480.0,2.0,482.0,True
483,5269182_001_018,5269182_001,TEASING RAPPORT UNEDIC,0:08:02,00:00:17 ,482.0,17.0,499.0,True
484,5269182_001_019,5269182_001,TEASING HABITUDES EUROPEENNES,0:08:19,00:00:24 ,499.0,24.0,523.0,True
485,5269182_001_020,5269182_001,TEASING FETE DES VOISINS,0:08:43,00:00:21 ,523.0,21.0,544.0,True
487,5269186_001,5269186_001,8h00 le journal : [émission du 23 mai 2014],00:00:00,00:11:11 ,0.0,671.0,671.0,True
488,5269186_001_002,5269186_001,FRAUDES PRESTATIONS FAMILIALES,0:00:20,00:01:02 ,20.0,62.0,82.0,True
489,5269186_001_003,5269186_001,Brève : SAISIE MEDICAMENTS CONTREFAITS/COUP FILET INTERNAT,0:01:22,00:00:18 ,82.0,18.0,100.0,True
490,5269186_001_004,5269186_001,UNEDIC/RAPPORT CHOMAGE 300 000 demandeurs d'emploi,0:01:49,00:00:57 ,109.0,57.0,166.0,True
491,5269186_001_005,5269186_001,Brève : GROGNE MILITAIRES SUR LE BUDGET/LETTRE LE DRIAN,0:02:46,00:00:26 ,166.0,26.0,192.0,True
492,5269186_001_006,5269186_001,Brève : THAILANDE/LEVEE COUVRE-FEU,0:03:12,00:00:18 ,192.0,18.0,210.0,True
493,5269186_001_007,5269186_001,Brève : DEPOUILLEMENT VOTE des PAYS/GB et PAYS BAS,0:03:30,00:00:24 ,210.0,24.0,234.0,True
